               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 482,            0.013026,           0.0058963,           0.0023116,             0.99692,                   1,               0.995,             0.93579,           0.0086854,           0.0026436,            0.001186,           0.0004762,           0.0004762,           0.0004762
                 483,             0.01421,           0.0065394,           0.0021505,             0.99695,                   1,               0.995,             0.93167,            0.009057,           0.0026908,           0.0011836,           0.0004564,           0.0004564,           0.0004564
                 484,            0.012341,           0.0066067,           0.0054285,             0.99695,                   1,               0.995,             0.93167,            0.009057,           0.0026908,           0.0011836,           0.0004366,           0.0004366,           0.0004366
                 485,            0.011756,           0.0075802,           0.0019932,             0.99698,                   1,               0.995,             0.92354,           0.0096888,           0.0027573,           0.0011785,           0.0004168,           0.0004168,           0.0004168
                 486,            0.013292,            0.004872,           0.0022779,             0.99699,                   1,               0.995,             0.92411,           0.0093136,           0.0027252,           0.0011729,            0.000397,            0.000397,            0.000397
                 487,            0.012631,           0.0061985,           0.0018769,             0.99701,                   1,               0.995,             0.92236,           0.0090969,           0.0027006,           0.0011671,           0.0003772,           0.0003772,           0.0003772
                 488,            0.012091,           0.0054607,           0.0032646,             0.99701,                   1,               0.995,             0.92236,           0.0090969,           0.0027006,           0.0011671,           0.0003574,           0.0003574,           0.0003574
                 489,            0.013729,           0.0059559,           0.0025591,             0.99701,                   1,               0.995,             0.92069,           0.0090107,           0.0026959,           0.0011653,           0.0003376,           0.0003376,           0.0003376
                 490,             0.01339,           0.0058955,           0.0022067,               0.997,                   1,               0.995,             0.92663,            0.008832,             0.00267,           0.0011624,           0.0003178,           0.0003178,           0.0003178
                 491,            0.013065,           0.0068425,            0.002548,               0.997,                   1,               0.995,             0.92773,           0.0087395,           0.0026517,           0.0011617,            0.000298,            0.000298,            0.000298
                 492,            0.013102,           0.0056008,            0.003361,               0.997,                   1,               0.995,             0.92773,           0.0087395,           0.0026517,           0.0011617,           0.0002782,           0.0002782,           0.0002782
                 493,            0.012869,           0.0059423,           0.0018745,             0.99702,                   1,               0.995,             0.93144,           0.0087416,           0.0026424,           0.0011587,           0.0002584,           0.0002584,           0.0002584
                 494,            0.013135,            0.005803,            0.002108,             0.99703,                   1,               0.995,             0.93047,           0.0086527,           0.0026296,           0.0011579,           0.0002386,           0.0002386,           0.0002386
                 495,            0.011521,           0.0059637,           0.0016738,             0.99703,                   1,               0.995,             0.93225,           0.0086257,           0.0026278,           0.0011579,           0.0002188,           0.0002188,           0.0002188
                 496,            0.013205,           0.0058802,           0.0032836,             0.99703,                   1,               0.995,             0.93225,           0.0086257,           0.0026278,           0.0011579,            0.000199,            0.000199,            0.000199
                 497,            0.013707,            0.006044,           0.0019799,               0.997,                   1,               0.995,             0.93322,           0.0085899,           0.0026191,           0.0011525,           0.0001792,           0.0001792,           0.0001792
                 498,            0.011897,           0.0055754,           0.0018936,             0.99703,                   1,               0.995,             0.93779,           0.0085956,             0.00262,           0.0011487,           0.0001594,           0.0001594,           0.0001594
                 499,            0.014055,           0.0064047,           0.0025305,             0.99703,                   1,               0.995,             0.93075,           0.0086553,           0.0026356,           0.0011473,           0.0001396,           0.0001396,           0.0001396
